,Name,Creator,Repeats,Grade,Type,Stars1,Stars2
47639,TKMB KISA 18 REITTI 4,kisareitit,5Srepeats,7A (User grade 7A),Feet follow hands,,
47640,TKMB KISA 18 REITTI 5,kisareitit,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47641,TKMB KISA 18 REITTI 6,kisareitit,Be the first to repeat this problem,6C+,Feet follow hands,,
47642,TKMB KISA 18 REITTI 7,kisareitit,Be the first to repeat this problem,TAt+,Feet follow hands,eee,
47643,TKMB KISA 18 REITTI 8,kisareitit,4repeats,7A (User grade 7A),Feet follow hands,,
47644,TKMB KISA 18 REITTI 9,kisareitit,Be the first to repeat this problem,6C+,Feet follow hands,,
47645,TKMB KISA 18 REITTI 10,kisareitit,Be the first to repeat this problem,6C+,Feet follow hands,eee,
47646,NOT A PROBLEM 14,Rodope,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,eee,
47647,PER 4,NicO,Be the first to repeat this problem,6B+,Feet follow hands,,
47648,SPLIFF BURTON,ParsuldeTampa,2 repeats,6C+ (User grade 6C+),Feet follow hands,eee,
47649,IT'S YA BOI,jake brunn,Be the first to repeat this problem,7A+ (User grade 7A+),Feet follow hands,,
47650,LAANK,staffan,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47651,RESTART IS HARD,BetaFinder,17 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
47652,RESTART 2022,BetaFinder,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
47653,NIB,Vin_ce,2 repeats,7A (User grade 7A),Feet follow hands,,
47654,NO MORE WEAK!,Boulderpaul,2 repeats,6C (User grade 6C),Feet follow hands,eee,
47655,BARRAPAN,Josep m,3 repeats,6C+ (User grade 6C+),Feet follow hands,eee,
47656,FURE WIE DU WILLST,Lea,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
47657,FURE WIE DU WILLST,Lea,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
47658,FOC CONTENIDOR,Luis Manzaneda,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47659,NOT OVER UNTIL IT'S OVER!,Boulderpaul,1 climber has repeated this problem,6C (User grade 6C),Feet follow hands,,
47660,CORTA VIDEO,Josep m,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
47661,VKK PROBLEM,erikny,18 repeats,6B+ (User grade 6B+),Feet follow hands,,
47662,ONE LEFT,thilo,6 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
47663,ALTRES FOCS INTERIORS,Luis Manzaneda,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47664,MOVED ON,Ethan,Be the first to repeat this problem,7A,Feet follow hands,,
47665,I SEE I SEE,Ethan,Be the first to repeat this problem,7A,Feet follow hands,,
47666,CHRISTMAS CLIMB! #&,Ethan,Be the first to repeat this problem,6C+,Feet follow hands,eee,
47667,A MESSAGE TO MOSTAFA,Ramin Ghafouri,14 repeats,7B+ (User grade 7B),Feet follow hands,,
47668,PETOZ,Josep m,19 repeats,6B+ (User grade 6B+),Feet follow hands,,
47669,6C+ ZACH,Athurion,Be the first to repeat this problem,6C+,Feet follow hands,,
47670,BARRAPAN2.0,Josep m,5S repeats,6C (User grade 6C),Feet follow hands,,
47671,6C + COCMASTER 3000,Athurion,3 repeats,6C+ (User grade 6C+),Feet follow hands,,
47672,Hilt,Sbrg,Be the first to repeat this problem,6B+,Feet follow hands,,
47673,LAZY LIGHTNING,Smokestack Lightning,5S repeats,6C+ (User grade 6C+),Feet follow hands,,
47674,OMNITRON,domarcana,5S repeats,7A (User grade 7A),Feet follow hands,,
47675,FAMILY HISTORY,Sirpinchalot,3 repeats,7B+ (User grade 7B+),Feet follow hands,,
47676,STREEEEEEETTTTTCH,Bobby Graves,Be the first to repeat this problem,6C+ (User grade 6C+),Feet follow hands,,
47677,MEMBRANE,Ah Hen,2 repeats,7B+ (User grade 7B+),Feet follow hands,eee,
47678,BISQUE,Ah Hen,1 climber has repeated this problem,7A (User grade 7A),Feet follow hands,,
47679,SATURDAY NIGHT FEVER,firefly,24 repeats,7A (User grade 6B+),Feet follow hands,,
47680,FLY AGAIN,Weasel Ethan,5S repeats,7A (User grade 7A),Feet follow hands,,
47681,WILLDABOSS,Steel Turkey,4repeats,7C (User grade 7C),Feet follow hands,,
47682,TONY’S PROBLEM,Chrisluc,29 repeats,6B+ (User grade 6B+),Feet follow hands,,
47683,BLACK COMA,Valentine Climbs,7 repeats,6C+ (User grade 6C+),Feet follow hands,,
47684,TRICEPS,nach,Be the first to repeat this problem,7C (User grade 7C),Feet follow hands,,
47685,TODO ME PARECE BONITO,nach,2 repeats,7B+ (User grade 7B+),Feet follow hands,,
47686,QUE BONITO QUE TE VA,nach,3 repeats,7A+ (User grade 7A+),Feet follow hands,,
47687,GIVE ME,nach,Be the first to repeat this problem,7A (User grade 7A),Feet follow hands,,
47688,REAL ROCK BOULDER,nach,Be the first to repeat this problem,TAt+,Feet follow hands,,
47689,A REAL ROCK CLIMBER,nach,3 repeats,7B (User grade 7B),Feet follow hands,,
47690,STALLBOULFER,matth,8 repeats,7A (User grade 7A),Feet follow hands,,
47691,REECHIN,staffan,Be the first to repeat this problem,6C+ (User grade 6C+),Feet follow hands,,
47692,LGJO,LGJ,35 repeats,6B+ (User grade 6B+),Feet follow hands,,
47693,WEAK AFTER SARS,lucaleon100,4repeats,7A+ (User grade 7A+),Feet follow hands,,
47694,BADA BING,Viadimir Svinin,Be the first to repeat this problem,7B (User grade 7B),Feet follow hands,,
47695,OUT OF ORDER,Vladimir Svinin,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47696,SANDHILL CRANE SANDWICH,KTC66,13 repeats,6B+ (User grade 6B+),Feet follow hands,,
47697,EL GABBIO.....,Max_tulli,Be the first to repeat this problem,7A,Feet follow hands,,
47698,CALM LIKE A BOMB,Ozzyt78,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
47699,AUN,Ozzyt78,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
47700,GEORGIA ICE,Dirty Quindo,10 repeats,6C+ (User grade 6C),Feet follow hands,,
47701,UT TRYM,Ozzyt78,10 repeats,6C (User grade 6C),Feet follow hands,,
47702,EXPIRED QDOBA,jak,6 repeats,7A (User grade 6C+),Feet follow hands,,
47703,HARDER THAN DIAMONDS,Trash,2 repeats,7C+ (User grade 7C+),Feet follow hands,,
47704,INTROVERSIONASATION,Stef,2 repeats,7A+ (User grade 7A+),Feet follow hands,,
47705,PIXIXI,Chema,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47706,DOCTOR DRE,Sirpinchalot,1 climber has repeated this problem,7A+ (User grade 7A+),Feet follow hands,,
47707,EMPHETIC KOALA,yoinkies,Be the first to repeat this problem,TAt+,Feet follow hands,,
47708,ICHIGO707,Sakurako Alston,19 repeats,6B+ (User grade 6B+),Feet follow hands,,
47709,lS EDO—&,shotaro shiraishi,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
47710,lS EOO=,shotaro shiraishi,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
47711,(SEHD,shotaro shiraishi,4repeats,6B+ (User grade 6B+),Feet follow hands,,
47712,LGJ1,LGJ,28 repeats,6B+ (User grade 6B+),Feet follow hands,,
47713,"SLOPE, SOIL, AND COVER",Matty Moody Willis,22 repeats,6B+ (User grade 6B+),Feet follow hands,,
47714,BELL PEPPERS,Matty Moody Willis,17 repeats,6C+ (User grade 6C),Feet follow hands,,
47715,NEW BOARD NEW ME,hadi,4repeats,6C (User grade 6C),Feet follow hands,,
47716,GROGRO ET LES TILAPINS,Samuel Pugin,Be the first to repeat this problem,7A,Feet follow hands,eee,
47717,TEQUILA GOLD,popo19,2 repeats,6C (User grade 6C),Feet follow hands,,
47718,ONE MORE SECOND,AndreaDarman,23 repeats,6B+ (User grade 6B+),Feet follow hands,,
47719,COPYBIRD,dystopia666,2 repeats,6C (User grade 6C),Feet follow hands,,
47720,KW10_10_FIRST MOVE LEFT,chrinaf,5S repeats,7B (User grade 7B),Feet follow hands,,
47721,BLUE MOONDAY,gabriel_90,6 repeats,6C (User grade 6B+),Feet follow hands,,
47722,LANISETTE,Maxime Darbot,7 repeats,7B (User grade 7B),Feet follow hands,,
47723,LESS TALKING,ironmike,3 repeats,6C+ (User grade 6C+),Feet follow hands,,
47724,DITA GELATE,Raphael Zaccone,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
47725,ANO TIMIDO,Raphael Zaccone,5S repeats,6B+ (User grade 6B+),Feet follow hands,,
47726,PATOGENESI DI UN 6B+,Raphael Zaccone,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47727,WATCH THAT FOOT HOOK,Mel Kel,7 repeats,6C (User grade 6C),Feet follow hands,,
47728,COCO THE MONKEY,Dexter Batman,Be the first to repeat this problem,7A (User grade 7A),Feet follow hands,,
47729,EXTENDED CUFF,Dexter Batman,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
47730,END OF WHITE FLIGHT,Kajed,Be the first to repeat this problem,7A (User grade 7A),Feet follow hands,,
47731,NOT THE PAIN CAVE,Dexter Batman,Be the first to repeat this problem,7A+ (User grade 7A+),Feet follow hands,eee,
47732,SOPHIE SMASH,palasko,1 climber has repeated this problem,6B+ (User grade 6B+),Feet follow hands,,
47733,PER INIZIARE,Marco. Turra92,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47734,TT TRASH,ryan garaffa,1 climber has repeated this problem,6C (User grade 6C),Feet follow hands,,
47735,NAVAJO SERIES 1,Jv,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
47736,THANA SIM,Neil,Be the first to repeat this problem,7A,Feet follow hands,,
47737,COMB TROMBLER,Matthew Mercado,7 repeats,7A (User grade 7A),Feet follow hands,,
47738,THE PEARL,Paisly Morales,Be the first to repeat this problem,7A,Feet follow hands,,
47739,SPLIT LIP,Steel Turkey,Be the first to repeat this problem,TAt+,Feet follow hands,,
47740,CONSOLATION CAKE,Steel Turkey,1 climber has repeated this problem,7A+ (User grade 7A+),Feet follow hands,,
47741,WINTER BREAK,Rooty,14 repeats,6B+ (User grade 6B+),Feet follow hands,,
47742,WINTER BREAK 2,Rooty,24 repeats,6B+ (User grade 6B+),Feet follow hands,,
47743,OVN VAR,Chris Young,12 repeats,6C (User grade 6C),Feet follow hands,,
47744,VITAMALZ,thilo,13 repeats,6C+ (User grade 6C+),Feet follow hands,,
47745,CORONA WHITE,JAVIERMENG,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47746,CORONA BLACK,JAVIERMENG,5S repeats,6B+ (User grade 6C),Feet follow hands,,
47747,CORONA YELLOW,JAVIERMENG,6 repeats,6C (User grade 6C+),Feet follow hands,,
47748,MAMI POWER,Kjuta,25 repeats,6B+ (User grade 6B+),Feet follow hands,,
47749,ARENERO DE FONT,JAVIERMENG,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
47750,BOOST BABY,russsyyy,Be the first to repeat this problem,6C+,Feet follow hands,,
47751,DBVRNRBVEBEV UNFINISHED 1,WillH,Be the first to repeat this problem,6B+,Feet follow hands,,
47752,HDBDURBVE UNFINISHED 1,WillH,Be the first to repeat this problem,6B+,Feet follow hands,,
47753,GOOD I FINISH,WillH,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47754,RUTYNKA2,Daro,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47755,ANDREW'S PROBLEM CHILD,Befozz,1 climber has repeated this problem,7C (User grade 7C),Feet follow hands,eee,
47756,ANDREW'S PROBLEM CHILD,Befozz,1 climber has repeated this problem,7C (User grade 7C),Feet follow hands,,
47757,BABY STEPS(6A),Kjuta,41 repeats,6B+ (User grade 6B+),Feet follow hands,eee,
47758,PARAPLYDA,kristowb,5S repeats,6C (User grade 6C),Feet follow hands,,
47759,ROUTETRAINER1,TThompson,Be the first to repeat this problem,TA+,Feet follow hands,,
47760,KNIGHT OF SPADES,NAKASHI,4repeats,7A (User grade 7A),Feet follow hands,,
47761,BABY STEPS TO THE MOON,Belmont Planetgranite,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
47762,FIREFIGHTER'S DAY,NAKASHI,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
47763,MASTA BLASTA,Michael Madigan,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
47764,HANGBOARD BLUES,Max,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47765,ELINE,Ulf Egeberg,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
47766,PANCHO VILLA,iktinike,10 repeats,6C (User grade 6C),Feet follow hands,,
47767,PISANE MARJETICE,trakulja,16 repeats,7A (User grade 6C+),Feet follow hands,,
47768,ZIGO-ZAGO,dalla,1 climber has repeated this problem,6C (User grade 6C),Feet follow hands,,
47769,SBP,dalla,6 repeats,6C (User grade 6C),Feet follow hands,,
47770,BAGDAD CAFE,mycose toujours,4repeats,6C (User grade 6C),Feet follow hands,,
47771,SHOULDER REHAB PROBLEM 1,LeFox,3 repeats,6B+ (User grade 6B+),Feet follow hands,,
47772,SHOULDER REHAB PROBLEM 2,LeFox,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
47773,SHOULDER REHAB PROBLEM 3,LeFox,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
47774,LEFT FEET EXAMPLES,Miller,Be the first to repeat this problem,6B+ (User grade 6B+),Feet follow hands,,
47775,HOID (LOW),Miller,9 repeats,6C (User grade 6C),Feet follow hands,,
47776,LAUIPAUI,Boulderpaul,1 climber has repeated this problem,6B+ (User grade 6B+),Feet follow hands,,
47777,EAZY-BREEZEY,BigJerm007,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
47778,UP YOUR HEEL,Wetis,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47779,WEDNESDAY EVENING,Nicklas,11 repeats,6B+ (User grade 6B+),Feet follow hands,,
47780,BBC FOOD,Mikey,Be the first to repeat this problem,7A,Feet follow hands,,
47781,POCKET POCKET DOEF,Mikey,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
47782,GOTHAM,Mikey,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47783,14,Mikey,4repeats,7A (User grade 7A),Feet follow hands,,
47784,OBTUSE ANGLES,BigJerm007,Be the first to repeat this problem,7A,Feet follow hands,,
47785,TWIST & POUT,Dawn Brown,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
47786,"DIAMONDHANDS }* ,",BigJerm007,2 repeats,7A+ (User grade 7A+),Feet follow hands,,
47787,@ PUMPIN’,BigJerm007,2 repeats,7A (User grade 7A),Feet follow hands,,
47788,SPEAKEASY,Jay,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47789,MIDDLE MATCH,Brick,1 climber has repeated this problem,6B+ (User grade 6B+),Feet follow hands,,
47790,GOLDEN COKE,Maddox,1 climber has repeated this problem,7C (User grade 7C),Feet follow hands,,
47791,ARBY'S BURPS,buckeye30,Be the first to repeat this problem,7A,Feet follow hands,,
47792,SH*T HOLES,Gumpy,Be the first to repeat this problem,7A,Feet follow hands,,
47793,BOLDER ROOM 02,Donggyu Lee,1 climber has repeated this problem,7C (User grade 7C),Feet follow hands,,
47794,BOLDER ROOM 03,Donggyu Lee,1 climber has repeated this problem,7C+ (User grade 7C+),Feet follow hands,,
47795,BOLDER ROOM 04,Donggyu Lee,4repeats,6C+ (User grade 6C+),Feet follow hands,,
47796,AS,cgb1130,10 repeats,6B+ (User grade 6B+),Feet follow hands,,
47797,MOOSE DANCE,PY.,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
47798,MOOSE PARTY,PY.,6 repeats,6B+ (User grade 6B+),Feet follow hands,,
47799,FULL MOOSE,PY.,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
47800,MOOSE SURPRISE,PY.,Srepeats,6B+ (User grade 6B+),Feet follow hands,,
47801,MOOSE SHOUTING,PY.,3 repeats,6C (User grade 6C),Feet follow hands,,
47802,A MOOSE ON THE RUN,PY.,Be the first to repeat this problem,6C+,Feet follow hands,,
47803,A STRETCHY ONE,Seb,Srepeats,6C (User grade 6C),Feet follow hands,,
47804,IHTIANDR,Hakan Ertekin,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
47805,GIG KOFTE,Hakan Ertekin,6 repeats,6C (User grade 6C),Feet follow hands,,
47806,SUXTO,JAVIERMENG,4repeats,6B+ (User grade 6B+),Feet follow hands,,
47807,ICE CREAM MAKER,Hakan Ertekin,5S repeats,6C+ (User grade 6C),Feet follow hands,,
47808,YELLOW SHIRT,Hakan Ertekin,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
47809,RED SHEEP,Hakan Ertekin,9 repeats,6C (User grade 6C),Feet follow hands,,
47810,FLASHFIRSTTRY,AdamPhillips,30 repeats,6B+ (User grade 6B+),Feet follow hands,,
47811,SOGUMA,Hakan Ertekin,13 repeats,6B+ (User grade 6B+),Feet follow hands,,
47812,TINDER BUENO,JAVIERMENG,2 repeats,8A (User grade 8A),Feet follow hands,,
47813,FLIP2,florescu marius,5S repeats,7A (User grade 7A),Feet follow hands,,
47814,FOC CLAVEGUERAM,Luis Manzaneda,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47815,ELMA OHNE S,RockDaTo,14 repeats,6B+ (User grade 6B+),Feet follow hands,,
47816,HURRY UPPER,Lillymuestli,4repeats,6C+ (User grade 6C+),Feet follow hands,,
47817,AUXILI PERSONA,Luis Manzaneda,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
47818,GIGI'S CLIMB,Gig,16 repeats,6B+ (User grade 6B+),Feet follow hands,,
47819,SIMONCINO,franci cosi,13 repeats,6B+ (User grade 6B+),Feet follow hands,,
47820,PROJECT PIFFER 2.0,Piffer97,1 climber has repeated this problem,7B (User grade 7B),Feet follow hands,,
47821,RAVN,kristowb,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
47822,SICKNOTE,kristowb,6 repeats,6C (User grade 6C),Feet follow hands,,
47823,BUGS N’ DRUGS,TVD,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
47824,SMAGODT,kristowb,7 repeats,6C (User grade 6C),Feet follow hands,,
47825,MELONGRAB,kristowb,7 repeats,6C (User grade 6C),Feet follow hands,,
47826,EXTRAVASCULAR,TVD,Be the first to repeat this problem,7B+ (User grade 7B+),Feet follow hands,,
47827,EASY LEFT 2 RIGHT WARM UP,Dawn Brown,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
47828,EASY RIGHT 2 LEFT WARM UP,Dawn Brown,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47829,ALL OR EVERYTHING,Alfie Green,7 repeats,6C (User grade 6C),Feet follow hands,,
47830,BASICALLY TIA,Aaron,11 repeats,6B+ (User grade 6B+),Feet follow hands,,
47831,A MINOR TWEAK,Aaron,17 repeats,6B+ (User grade 6B+),Feet follow hands,,
47832,YOMAMA,Daniel Woods,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
47833,YOMAMA,Daniel Woods,7 repeats,6B+ (User grade 6B+),Feet follow hands,,
47834,SOAP BLASTER,GoatMan!!,Be the first to repeat this problem,7A,Feet follow hands,,
47835,DEATH BY SOAP,GoatMan!!,Be the first to repeat this problem,7B+,Feet follow hands,,
47836,CT TEAM NO.1,highgravitytrevor,4repeats,6B+ (User grade 6B+),Feet follow hands,,
47837,CT TEAM NO.2,highgravitytrevor,9 repeats,6B+ (User grade 6B+),Feet follow hands,,
47838,GOTTA WANT SOAP,GoatMan!!,Be the first to repeat this problem,7B+,Feet follow hands,,
47839,FOR FRODO!,Willy G,12 repeats,6B+ (User grade 6B+),Feet follow hands,,
47840,EARTH TIDES,Lucas,6 repeats,7C (User grade 7B),Feet follow hands,,
47841,ELISA NOICE ONE,Daniel Woods,11 repeats,7A+ (User grade 7A+),Feet follow hands,,
47842,YOUR MOM GOES TO COLLEGE,Jon Naylor,Be the first to repeat this problem,6C+,Feet follow hands,,
47843,IT'SALIGER,Jon Naylor,Be the first to repeat this problem,6C+,Feet follow hands,,
47844,FISTFULL OF QUARTERS,Michael Madigan,1 climber has repeated this problem,6C+ (User grade 6C+),Feet follow hands,,
47845,NO BUM (PIES),Ben Melville,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
47846,SET BY TATEEMRAH,Steel Turkey,1 climber has repeated this problem,7A (User grade 7A),Feet follow hands,,
47847,GREAT OAKS,Steel Turkey,Be the first to repeat this problem,7C (User grade 7C),Feet follow hands,,
47848,FOUR BY FOURS,Steel Turkey,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
47849,PINK ELEPHANTS,Steel Turkey,4repeats,7C (User grade 7C),Feet follow hands,,
47850,SIETE,Steel Turkey,1 climber has repeated this problem,7C (User grade 7C),Feet follow hands,,
47851,PUFFY JACKET,Steel Turkey,1 climber has repeated this problem,7B+ (User grade 7B+),Feet follow hands,,
47852,SNAKE AND BEAGLE,Shep,Be the first to repeat this problem,8A (User grade 8A),Feet follow hands,,
47853,FLAPPERS SUCK,Steel Turkey,2 repeats,7B+ (User grade 7B+),Feet follow hands,,
47854,IONIC,aswin,9 repeats,6C+ (User grade 6C+),Feet follow hands,,
47855,LARGE EASY MOVES,Dimipromooner,Srepeats,6B+ (User grade 6C),Feet follow hands,,
47856,DEBUGGER,hadi,3 repeats,6C+ (User grade 6C+),Feet follow hands,,
47857,CIRKEL 1 KB,Andreas Dahlgren Oman,Be the first to repeat this problem,6B+,Feet follow hands,,
47858,BISHY BASHY BOSHY,AdamPhillips,8 repeats,6B+ (User grade 6B+),Feet follow hands,,
47859,NO PROBLEM PROBLEM,AdamPhillips,2 repeats,6B+ (User grade 6B+),Feet follow hands,,
47860,THE TRIALS,JamesCK,7 repeats,6C+ (User grade 6C),Feet follow hands,,
47861,PIM PAM CRUNCH,Alexis Llorente,3 repeats,7A (User grade 7A),Feet follow hands,,
47862,WILLS CHALLENGE,Geoff Lyman,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47863,WET-BONES,BigJerm007,Be the first to repeat this problem,TA+,Feet follow hands,,
47864,DON'T LOOK UP,Rodope,1 climber has repeated this problem,7A (User grade 7A),Feet follow hands,,
47865,EDGY VEGGIE,Rodope,2 repeats,6C+ (User grade 6C+),Feet follow hands,,
47866,MOOSELTOFF,Fred,2 repeats,7A (User grade 7A),Feet follow hands,,
47867,MOOSE SHOULDER,Fred,Be the first to repeat this problem,7A,Feet follow hands,,
47868,MOOSE'S FINGERS HURT,Fred,1 climber has repeated this problem,6C (User grade 6C),Feet follow hands,,
47869,MOOSE CROSSES HOOF,Fred,3 repeats,6C+ (User grade 6C+),Feet follow hands,,
47870,SLIP SLAP SLIDE,DCruxing,Be the first to repeat this problem,7A,Feet follow hands,,
47871,SLATHE,Nicola de Riso,Srepeats,7C (User grade 7C),Feet follow hands,,
47872,BULLET SPONGE,jacklin,3 repeats,7A+ (User grade 7A+),Feet follow hands,,
47873,POWER SCREAMS,ObadiahJ,2 repeats,7A+ (User grade 7A+),Feet follow hands,,
47874,MELLOW-YELLOW,BigJerm007,2 repeats,7A+ (User grade 7A+),Feet follow hands,,
47875,BITER,Ydn Hui,1 climber has repeated this problem,6B+ (User grade 6B+),Feet follow hands,,
